Usuario;Caption;Likes;Imagen;Fecha
enahernandezh;Amooo este #kitfitcycling @frenesi.oficial y aprovechando que hoy lo usé mi #tbt es en honor a éste, con esta sonrisota les declaro un dia exitoso y productivo chicuelos!!! 🤪🤪🤪;2,524 likes;;May 2, 2019
enahernandezh;"Si señores!! Volvimos hoy al sufrimiento consciente, ese que sabemos que aunque nos está doliendo nos deja mucho!! Ese que disfruto y más con amigos por que sé que me ayudará a ser más fuerte, hoy estás carreteras eran un horno ... 41* 🔥 gracias a Dios tenia mis super @tomatitanium a la mano y le metimos comidita, una rutica diferente que nos deja un balance de mas de 6 horas sobre la bici, poco mas de 120k, 2014 desnivel positivo, sonrisas y recuerdos compartidos con amigos y muchos bananos, agua, galletas. La ruta; Porto Azul, Prosperidad, 4 Bocas,Tubará, bajamos la Negra, subimos Piojó, seguimos subiendo hasta El Cerro La Vieja, ibamos pa Hibacharo pero están  arreglando la via y no pudimos pasar, subimos la Negra, Tubará, 4 Bocas, Juan Mina, subimos la 38, bajamos Miramar y listo el 🐤 .Falta mucho por trabajar!!! Falta mucho por recuperar, pero aquí estoy dispuesta y motivada, asi que #vamos 💪🏽💪🏽💪🏽 me mandan su power???? .Feliz miércoles con pinta de Domingoooo por que hoy es festivo y se celebra el dia del trabajador!!!! Felicidades.Siempre @frenesi.oficial #cyclingculture @cycleshopcol 👟 @gfny_world mis lentes";1,405 likes;;May 1, 2019
enahernandezh;Casi casi, pero no se perdió el dia, tarde pero lo logré, después de una noche tormentosa, estuve a punto de no salir a entrenar pero me dije mi misma después te vas a arrepentir, asi que me alisté y pa la carretera por que lo que se viene no es cualquier cosa, nos esperan las majestuosas, imponentes y hermosas montañas Italianas y por que no, algunas españolas. .Mañana nos vamos de fondoooooo!!!!! Que delicia ❤️.@frenesi.oficial #cyclingculture #thecyclingculture @gfny_world 😎 @cycleshopcol las 🥿 .#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road  #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos  #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #frenesi;1,669 likes;;April 30, 2019
enahernandezh;Siempre que te encuentres dudando de lo lejos que puedes llegar, solo recuerda lo lejos que has llegado. Recuerda todo lo que has enfrentado, todas las batallas que has ganado y todos los temores que has superado..@frenesi.oficial #kitfitcycling .Feliz noche!..#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road  #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos  #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #frenesi;1,078 likes;;April 29, 2019
enahernandezh;Hoy no competí, debo confesar que al verlas a todas en la salida me dió un poquito de ansiedad pero al mismo tiempo una gran alegría de ver tantas mujeres compitiendo, hice mi entrenamiento y estuve apoyando a todas, las condiciones estuvieron terribles, temperatura de 40* con sensación térmica como de 50* un sol infernal ... esperé a que llegaran las chicas y que alegria el triunfo de mi amiga @isahbuiles lo sentí como mio y después al verlas a todas lograr terminar es lo máximo!!! Felicitaciones a todos y todas por que no estuvo para nada fácil, a mi club @evidenciacycling siempre la mejor actitud, y por supuesto a todas las @bikequeensbaq que participaron mis respetos!!!.Que viva la bici!! La competencia sana!!!.@frenesi.oficial nuestra segunda piel.@xpeditioncolombia mis medias!!!.@cycleshopcol las zapatillasssss.#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road  #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos  #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #frenesi;1,497 likes;;April 28, 2019
enahernandezh;Feliz sábado para todos chicuelos, el dia hoy estuvo 🔥🔥🔥 casi me derrito pero bueno se logró el entrenamiento... enfocados en Italia 🇮🇹 la ruta de hoy Porto azul- Prosperidad que es la nueva circunvalar- 4 Bocas- Tubará- Vaivén- Chorrera- La Negra - y regreso por ahí mismo... por la repechera pedaleando mientras Dios lo permita dandole parejo @caroferrercyclingtours 💪🏽 por que los compañeros de viaje están muy tesos!!!. Mañana hay carrera y por obvias razones no corro pero iré a apoyar por que el candeleo va a estar bueno, para los que corren o tienen algún reto mañana por aqui les comparto unos tipsitos que a mi me sirven..Es muy importante revisar la bicicleta el día antes de una carrera y tener todo a punto y a nuestro necesidad… Bicicleta, equipación y elementos de seguridad necesaria, geles y comida que nos vamos a llevar… Todo es mejor dejarlo ya preparado el día antes y evitar retrasos y olvidos de última hora con imprevistos desagradables…Pilas a dormir bien y al menos 8 horas, eso es lo que dice la regla general 🤣🤣🤣… Si tenemos que madrugar mucho, hay que acostarse muy temprano para lograr el descanso previo a la carrera ya que es fundamental. Si por nerviosismo o falta de sueño no logramos dormir bien, podemos recurrir a alguna infusión tipo valeriana que nos ayudarán a conciliar el sueño y mejorar nuestro descanso.En cuanto a la alimentación, es mejor no variar mucho lo que normalmente hacemos y comer parecido para que al cuerpo no dé sorpresas. Sí es muy recomendable meter en nuestra dieta del día anterior carbohidratos como pasta o arroz, por ejemplo que ayudarán al organismo a aumentar nuestras reservas.Sobre al desayuno del día de la carrera, tampoco hay que variar mucho nuestras costumbres ni incluir muchas cosas nuevas, sí meter más carga de carbohidratos y algo de cafeína para activarnos, ojo si estan en lugares con climas calientes hidratarse muyyy bien. Lo ideal es desayunar, como mínimo dos horas antes de comenzar la carrera….Feliz noche!! Exitos a todos mañana y que todos terminen con bien🙏🏽.@frenesi.oficial Mi #kitfitcycling Hoy modo Neón #perfectmatch @gfny_world 😎@cycleshopcol 👟. 👉🏽fotos al mejor estilo de @alexcormier97;2,579 likes;;April 27, 2019
enahernandezh;Me veo como alta en esta foto o son ideas mias? 🤣🤣🤣 ayer entrenamos tipo 9:30 am por que no hay excusas, nunca sonó la alarma claro si la pongo a las 4 pero de la tarde🤦🏽‍♀️ bueno se pudo y es lo importante,para los que me han preguntado y se han preocupado muchísimas gracias no saben cuanto les agradezco, ya estoy en buenas manos y todos los trabajo que estoy haciendo tratamos de no comprometer la clavícula. Por hoy quiero que sigamos hablando de los intervalos, ya saben que no soy entrenadora pero me encanta leer, preguntar,  les quiero compartir la siguiente información que hay que tener en cuenta y son las ContraindicacionesAl ser un entrenamiento de mucho desgaste, no todas las personas pueden realizarlo de la noche a la mañana. En primer lugar, es recomendable que antes de empezar a adoptar esta modalidad de entrenamiento las personas acudan con un médico, con el fin de descartar posibles complicaciones de salud derivadas de un esfuerzo físico importante.En segundo lugar, no es una técnica recomendada para deportistas novatos. Se requiere que el ciclista tenga el conocimiento y la experiencia suficiente para saber reconocer cuándo está pedaleando a su máxima capacidad y cuándo se está sobre exigiendo. .Asi que ya saben es mejor de la mano de los que saben y conocer sus condiciones medicas..Feliz noche!!!.Por cierti esta combinación de negro con rosa me 😍 @frenesi.oficial llena todas mis expectativas #levantateyvive #frenesigirl #teamfrenesi .Mis gafas siempre @gfny_world 😎.#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road  #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos  #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #frenesi;1,958 likes;;April 25, 2019
enahernandezh;Dicen que el amor por lo que apasiona todo lo puede... y es verdad, hoy quiero compartirles la razón del por que le llamé 4to lugar doloroso a mi resultado en el @fondoleyendavallenata aún sabiendo lo poco que he entrenado y las lesiones que he tenido decidí participar y gozarme el evento así como reencontrarme con personas muy queridas, acompañar a Pochy en su primer gran fondo y por supuesto apoyar a mi amiga @ktaocampo en este súper evento, la cosa es que tengo una lesión que apareció hace poco a raíz de la caída que tuve en el malecón, la recuerdan? pero a este pechito no le importó y la verdad no he querido ser trágica con eso, quiero pensar que mi fortaleza es mayor que ese dolor para poder cumplir con mis planes de corto plazo, podrá sonar a paracaídas o excusa, solo yo sé lo que mi cuerpito sufrió ese dia después de todos los resaltos, por eso me sorprendí tanto al saber que habia logrado ese lugar en el podio, pues mi ser solo gritaba llega rápido y dame alivio, mientras mi cabeza y mi corazón decían el dolor es pasajero y lo vas a lograr!!.Gracias @munerix por captar mi sentimiento en ese momento..Gracias @frenesi.oficial Por el apoyo incondicional #levantateyvive #getupandlive #myperfectmatch #teamfrenesi #frenesigirl .@cycleshopcol Que nota de casco y zapatillas!!!!!!.#fondoleyendavallenata #pasionporlabici;2,500 likes;;April 24, 2019
enahernandezh;Gracias Valledupar me fuí feliz de pedalear por los caminos de los juglares, conocer gente hermosa, mujeres poderosas, sentir el folclor pero sobre todo vuvir la experiencia de un gran evento como es el @fondoleyendavallenata gracias mil por todo!!! Yo llegando a casa agotada, se que prometí contarles mi chocoaventura hoy pero el sueño me poseeeeee jajaja .Mi casco que todoooo el mundo me ha preguntado lo consiguen en @cycleshopcol lo recomiendo a ojo cerrado!!Gracias a @frenesi.oficial #pasionhechapiel que #kitfitcycling 🔝🔝🔝Ph: 📸📷 @rauldom;2,117 likes;;April 22, 2019
enahernandezh;@fondoleyendavallenata mucho por contar!!! Pero estamos compartiendo con los amigos, resumen rápido ... un 4to lugar doloroso, orgullo por mis amigas y mi #teamfrenesi  mañana les cuento todooo el @fondoleyendavallenata impecable, espectacular!!!!!;1,867 likes;;April 21, 2019
enahernandezh;Ayer pirámides en zona de umbral!! Quedamos muertas pero felices 🤪 poco a poco recuperando lo perdido 💪🏽.Por aquí les dejo otra ventaja de los intervalos...El entrenamiento por intervalos y el corazónPor norma general la mayor parte de la gente nunca corre en un umbral aeróbico, ya sea por miedo, desconocimiento o pereza. Con el entrenamiento por intervalos, sí recorreremos dicho umbral.Un estudio realizado en el año 2006 demostró que tras ocho semanas de entrenamiento con intervalos, estos sujetos podían hacer bicicleta durante el doble de tiempo manteniendo el mismo ritmo, lo que representa una mejora importante en salud cardiovascular y aumento de volumen máximo de oxígeno..Hoy los saludo desde la majestuosa #sierranevadadesantamarta🎋🌄 ya casi nos vemos en Valledupar.#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico #ciclismo #frenesi #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road #ciclismo #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos #sport #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #bngdaily #frenesi;2,847 likes;;April 18, 2019
enahernandezh;Si hay algo que te deja agotado pero feliz son los intervalos, por que dejan muchísimo!!!Si tienes la facilidad de tener entrenador o que alguien que te oriente sabrás de lo que hablo sino puede investigar o preguntar a los que saben.Por estos dias les quiero compartir algunas ventajas que he leído de este tipo de entrenamiento que estoy realizando.El entrenamiento por intervalos combina momentos de baja intensidad con momentos de gran intensidad, consiguiendo de esta forma unos resultados muy superiores al entrenamiento tradicional.Uno de los beneficios del entrenamiento por intervaloses que es más eficiente, como asi?Este tipo de entrenamiento es ideal en especial para las personas que disponen de poco tiempo para entrenar y practicar ejercicio físico, ya que no necesitarán tanto tiempo en cada entrenamiento.Recientes investigaciones han demostrado que entre 15 y 20 minutos de entrenamiento a intervalos permiten un mayor progreso que correr a ritmos suaves durante una hora.Un estudio realizado por la American College of Sports Medicine ha demostrado que el  entrenamiento durante dos semanas con este sistema es comparable con un entrenamiento aeróbico de entre 6 y 8 semanas con el entrenamiento de larga duración..Se las dejo ahí mañana les comparto otra ventaja..Hoy modo #colombianeon @frenesi.oficial Está muy PRO esta colección está sencillamente fuera de serie #Plusfit #soyfrenesi @cycleshopcol Tiene las mejores zapatilla@gfny_world Siempre protegiendo mis 👀😎.Dedito arriba si te gustó el post, el uniforme y la ciclista 🤪Feliz noche!;1,716 likes;;April 16, 2019
enahernandezh;Empiezo la semana con la mejor actitud y toda la disposición, no más de 1 hora y media suave de Porto Azul a Velero, para ir calentando motores, hoy felicito a todos los que como yo somos felices en estas 2 ruedas!!! Por otro lado la invitación en esta Semana Santa, es a tomarnos este tiempo de reflexión, paz y amor. Aunque salgamos a divertirnos, nuestro principal compromiso es con Dios y la familia..Recuerden el 2 de Junio @larutacolombia imperdible!! Un evento de ciclismo para disfrutar, conocer, sufrir y ser feliz.#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico #ciclismo #frenesi #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road #ciclismo #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos #sport #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #bngdaily #frenesi;1,821 likes;;April 15, 2019
enahernandezh;@mmbaq hoy!!! Una carrera super dura, afortunadamente el ☀️ no salió hizo muchísima humedad, pero que ambiente tan chevere y una excelente organización!!! Siempre que podamos apoyemos nuestros eventos deportivos locales..Felicitaciones Pochy mi #runnerfavorito 21k en 1:37 🙌🏽💪🏽.Gracias @nutrigeloficial por la invitación!! Ameee el #nutrigeladvance #tutambienpuedeshacerlo #facilidadenmovimiento;1,168 likes;;April 14, 2019
enahernandezh;Mi sobrina, casi mi hija es una auténtica campeona!! Ha demostrado una fuerza brutal para sortear todo tipo de situaciones, una madurez fuera de lo normal para su edad, pero lo más maravilloso es que nunca ha perdido su esencia, la de ser una niña propio de su edad. Hoy quiero rendirle un pequeño homenaje por ser nuestro pilar, el motor, la ilusión de nuestra familia...Gracias mi Vale @valee.vch por todo! mi mayor satisfacción es cada uno de tus logros, por pequeños que sean, a mí me parecen un universo. Y mi mayor orgullo, sin duda, es sentirte como mi hija.Felices 15 años!!Nuestro maquillaje espectacular gracias a @makeupkellemsalcedo la más !!!! Super recomendada #makeup Los pasabocas de @la_garosa delii deliii@monkey.col fué parte de la mesa de dulces😋@berticageovo_reposteria hizo las trufas de bienvenida uuuffff;1,415 likes;;April 13, 2019
enahernandezh;Hoy mi entrenador @hanselgalvis  me envió el siguiente mensaje:.“Si te juntas conmigo por mucho tiempo, te voy a lavar el cerebro, comenzarás a creer en ti y en el potencial que tienes para lograr todo lo que te propongas,”.Por que es importante qie creas en todas tus capacidades y que te sientas capaz de superar cada reto, prueba y circunstancia. .VAMOS POR MAS! 😊💪🏽.Cada día prometo dar lo mejor de mi.@frenesi.oficial nuevas hormas, + PRO + FIT + bello@gfny_world las gafas de ciclismo;1,493 likes;;April 9, 2019
enahernandezh;La Vie en Rose ....Hoy descansamos y mañana continuamos con esta marcha incontenible.Feliz noche!..#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico #ciclismo #frenesi #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road #ciclismo #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos #sport #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #bngdaily #frenesi #galerazamba;2,665 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/55807156_1206512862847548_729232065046611833_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=fVY5FuAxy08AX8ADEA6&oh=dba72b7179a594d2547184be012ca194&oe=5EA67D2A;April 8, 2019
enahernandezh;Recuperar el estado fisico nunca será fácil... pero jamás imposible!! Hoy tocaba ciclo paseo corto y relajado para hacer recuperación activa del trabajo de ayer, pero entonces uno se encuentra con los personajes y arma paseo a Galerazamba, un corregimiento del municipio de Santa Catalina, Bolívar, y a tan solo 40 minutos Cartagena ahí se encuentra el mar rosado de Colombia, una maravilla natural del que muy pocos sabían.Se trata de tres pozos de mar que, tras casi tres años sin ser exploradas, fueron reabiertas por la Gobernación de Bolívar para que los turistas puedan disfrutar de este paisaje.Sus tonos entre rosados y rojos se deben a un alga llamada ‘artemisa’ que habita las aguas salinas de Galerazamba. Sin embargo, solo se da en temporada de verano, pasado el mes de abril, y con el inicio del invierno en el país, se disolverán las partículas que dan el majestuosos color.Fueron 145 kilómetros muy durossss temperatura de 39* y una brisa bestial @paulo_perez82 por fis no me regañes 🙈🙊jajajja.Quieren ganar un uniforme? es super fácil! Tomate una super foto luciendo un uniforme @frenesi.oficial publícala menciónalos pones el #Frenesireto participa!!!!Yo quedé de cama 😴 feliz domingo! Vayan a #galerazamba 🙌🏽.Mi hermoso cascooooo mis zapatillas y mucho mas lo consigues en @cycleshopcol;7,485 likes;;April 7, 2019
enahernandezh;Hoy hicimos un entrenamiento de calidad!!!!! la Habana x 2 regresando por 4 bocas y La Prosperidad y rematamos en #laventanaalmundo creo que vamos muy bien!! La grupeta de hoy es una cosa loca 💪🏽 me hace exigirme mas!! Hoy no salimos a montar en bici... salimos a entrenar 🚴🏻‍♀️⚡️tu entrenas o sales a montar en bici?.Te gustaría ganar un uniforme de @frenesi.oficial ? Es súper fácil solo tienes que tomarte una foto espectacular usando un uniforme @frenesi.oficial publicarla, etiquetar y mencionar @frenesi.oficial y colocar el #frenesireto .Ya quiero que sea mañana para salir a🚴🏻‍♀️🚴🏻‍♀️🚴🏻‍♀️🚴🏻‍♀️ feliz sábado ❤️;2,523 likes;;April 6, 2019
enahernandezh;Hoy quería hablarles del entrenamiento tan productivo y duro que hicimos, de la alegria de hacerlo con amigas, de mi casco nuevo, entre otras cosas, pero realmente lo único que brota de mi hoy es un gran desconsuelo de ver que no hay respeto por la vida, no hay respeto por los deportistas.hoy luchamos por llegar a casa con bien!.#respetaalciclista@cycleshopcol @frenesi.oficial;1,696 likes;;April 4, 2019
enahernandezh;Hoy biela paseo de campaña de pedagogía en la via al mar, respétanos y cuídanos por fis!!! Tenemos derecho a hacer deporte y tenemos el deber de hacerlo prudentemente bajo las normas, apóyanos!!! .Hoy tocó forzar 💪🏽💪🏽💪🏽 ahí vamos 🚴🏻‍♀️🚴🏻‍♀️🚴🏻‍♀️🚴🏻‍♀️.Hoy con el uniforme de mi querido club @evidenciacycling @frenesi.oficial .Todosss los accesorios cascos, zapatillas y lo que se te oxurra lo encuentras en @cycleshopcol.#nomasciclistasmuertosenlasvias #respetoalciclista #enmetroymediocabeunavida;2,288 likes;;April 3, 2019
enahernandezh;Donde no hay lucha, no hay fuerza. Oprah Winfrey.Estamos de regreso!.Buenas noches!.@spinningcentergym @hanselgalvis.#GetFit#Cardio#Cycling#FitFam#FitLife#Fitness#FitnessMotivation#FitnessAddict#GetStrong#LiftHeavy#GirlsWhoLift#GymLife#GymTime#nopainnogain #Sweat#Weights#WeightLifting#Workout#TransformationTuesday;1,354 likes;;April 2, 2019
enahernandezh;Buenos dias x 3!!! Deseándoles una feliz y productiva semana... les cuento que ayer nos fuimos a soltar piernita, inicialmente  a hacer el sombrero vueltiao y regresar, pero finalmente terminamos haciendo La Negra y seguimos hasta 4 Bocas, La Prosperidad y Porto nuevamente, para un total de 80k poco a poco vamos sumando kilometros y recuperando estado fisico, un poco de molestia en el hombre pero vamos 💪🏽 lo feo de ayer es que nuevamente se presentó un trágico accidente en la via al mar, invito a todos los ciclistas y conductores de moto, automóviles, buses y camiones a que seamos prudentes y compartamos la vía responsablemente para evitar estas tristes situaciones.La grupeta de ayer super chevere y muy @frenesi.oficial que comodidad!!!! La pasamos buenoooo felicidades a @lorenamunozlosada quien hizo Le Negra ayer por primera vez y lo hizo super!!! 💪🏽.@frenesi.oficial @cycleshopcol @gfny_world.#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico #ciclismo #frenesi #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road #ciclismo #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos #sport #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #bngdaily #frenesi;5,249 likes;;April 1, 2019
enahernandezh;Resumen ejecutivo del dia de hoy: Patuleca pero feliz!! Definición de Patuleca en ciclismo costeño, que se queda, se funde, llega de última 🤣🤣🤣Pero no importaaaa por que fuí feliz y se y entiendo qie hace parte del proceso es normal y no me estresa por que se que poco a poco y con constancia volveremos 💪🏽Fuí feliz por que disfruté de mis paisajes criollos de mis amigos, entrenamiento de ascensos logrado,Piojó, Chorrera, La Negra, siempre FIRME nunca INFIRME 🤪Lo mejor de todo es que ahora disfruto de la compañia de Pochy que aquí entre nos jummm 🚀 🚀 ya nos está sorprendiendo.Con esto empezamos preparación para #retoItalia2019  Gracias a @teamlosrobles por acompañarme y la paciencia Vieron mi uniforme??? Sabias que en @frenesi.oficial puedes escoger la horma y la tela??? Puede ser regular o Profit y esta colección Titan está 😍Gracias por estar pendientes los quierooooSe me olvidaba cuéntenme como le dicen ustedes a las patulecas de sus tierras??Pasen rico 😘#soybikequeen @bikequeensbaq @evidenciacycling #cyclingteambaq #soyteamlosrobles@frenesi.oficial @cycleshopcol @gfny_world;2,629 likes;;March 30, 2019
enahernandezh;Si es importante para ti, encontrarás un camino. Sino es importante para ti, encontrarás mil excusas..Esa sensación de libertad al salir a rodar....Feliz finde!!! Vamos por muchos kilometros 🙌🏽.#pinkmode @frenesi.oficial 👗 #gfnyworld 😎 @gfny_world #cyclingshoes #fizikshoes @cycleshopcol 👟 🧦 @xpeditioncolombia;1,261 likes;;March 29, 2019
enahernandezh;Acepta que las cosas no van a ser siempre como nos gustaría que fuesen, ni como se supone que deberían ser. Las cosas son como son y tenemos que lidiar con ellas. Lo que sucede es lo que sucede, no podemos cambiar lo ocurrido, pero a partir de ahí somos nosotros los que damos el significado a eso (recuerda la famosa lección de Ortega y Gasset de Yo soy yo y mis circunstancias). Podemos magnificar o reducir, podemos verlo como una injusticia o como un reto. Cuanto más relativicemos las cosas, mejor gestionaremos nuestras emociones, nuestra vida y más resilientes seremos..Rodilloooo, esta vaina es duraaaa pero vamos más motivadas que nunca!!!.@frenesi.oficial @xpeditioncolombia@kmedicalcare;3,745 likes;;March 27, 2019
enahernandezh;Tú que nos regalaste la perseverancia y el equilibrio para aprender a andar en bicicleta, esta afición admirable. Ella contribuye a robustecer nuestra salud,a mantener la mente sana, el corazón puro y firme la voluntad. Ponemos hoy nuestras vidas entre tus manos.En el momento que nos disponemos a salir a rodar te pido nos cuides y protejas.Regálanos siempre el don de la prudencia y la fortaleza para completar el recorrido.No permitas que olvidemos de los demás, que no nos dejemos vencer por el egoísmo o la soberbia.Cuida, Señor, nuestras bicicletas para que podamos transitar seguros.Ayúdanos a ser respetuosos y cuidadosos con los demás y también con la naturaleza.Que los que están a nuestro alrededor también nos cuiden, que los CONDUCTORES nos vean y nos respeten.Que al volver a casa, con los nuestros, con aire nuevo, podamos amarlos una vez más y encontrarnos contigo en cada uno. 🙌🏽🙏🏽;1,565 likes;;March 25, 2019
enahernandezh;#Repost @penka.cycling @get_reposter Solo pedimos un poco de espacio y un poco respeto en la via, te pedimos nos cuides. Ese ciclista puede ser tu propio ser querido. Nosotros hacemos nuestra parte respetando el paso y espacio de los automóviles 🚗. Solo te pedimos 🙏🏼 un poco de respeto por nuestras vidas. En cada bici va una vida humana. Entre todos ayudemos difundiendo y creemos mucha conciencia todos tanto ciclistas como conductores . #adoptaunciclista @alcaldiabarranquilla @alcaldiapuertocolombia @transitobaq @accidentesbarranquilla @policiadecolombia;820 likes;;March 24, 2019
enahernandezh;Y siiii pues no es mi mejor foto, pero cuan feliz estoy de estar aqui y ahora montada en ese rodillo, a mi me gustó!!!! Tu que dices?.Tengan todos un maravillos fin de semana cargado, de alegrías, momentos para atesorar y kilometros por recorrer, pronto nos veremos en la ruta!!! .Doc hice la tarea @kmedicalcare .@frenesi.oficial @cycleshopcol.#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico #ciclismo #frenesi #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road #ciclismo #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos #sport #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #bngdaily;2,316 likes;;March 22, 2019
enahernandezh;Después de la tempestad, la calmaDespués de la lluvia, el arcoiris Y al final ... un nuevo comienzo!.Mañana iniciamos con rodillo o Spining modo cardio para ir recuperando sensaciones 🙌🏽.Por cierto amo esta foto y es mi #tbt ..#arcoiris  #ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico #ciclismo  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road #ciclismo #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos #sport #bicycle #cyclist #roadbike #fitnessgirl ##bngdaily;1,215 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/53086911_715910782137965_3610253767866142024_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=KerWwPjZbhgAX9vM7BA&oh=2b9fc1793d835f35230d8c21193ff965&oe=5E98E410;March 21, 2019
enahernandezh;Hoy es noche de viejas viejas pero buenas buenas... los planes han cambiado los retos han dado un giro, apenas retomemos nos concentraremos en el reto #girodeitalia este año repetimos esa maravillosa experiencia en donde viviremos la pasión y emoción del @giroditalia en su última semana de carrera viajando a través de las espectaculares zonas montañosas del norte de Italia y hasta la crucial etapa final en Verona. Este viaje no sólo promete una increíble semana de ciclismo en carretera, sino también un viaje inolvidable a través de algunas de las regiones más pintorescas de Italia. Recorreremos MILAN, BORMIO, BASSANO GRAPPA, STELVIO & DOLOMITAS y lo mejor es que vamos un combo espectacular de gente chevere, amigos!!! Que tal esta motivación para estar a punto??.@nutrigeloficial @taeqcolombia @frenesi.oficial @cycleshopcol @caroferrercyclingtours @kmedicalcare.#italia @ciclismoepico #stelvio #premiodemontaña #ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico #ciclismo  #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road #ciclismo #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos #sport #bicycle #cyclist #roadbike #fitnessgirl ##bngdaily;2,720 likes;;March 20, 2019
enahernandezh;A los cuantos dias uno se muere por falta de ejercicio y de bici???? 😱😱😱 extraño esa sensación de sufrimiento sabroso 😓 .Por favor tips para sobrellevar la espera y no engordar tanto jajajaj 🙏🏽 es en serio.#ciclismo #ciclismofemenino #ciclismoderuta #ciclismocolombiano #ciclismofeminino #mundociclismo #ciclismoepico #ciclismo #frenesi #ride #training #roadcycling #cyclingpics #lifestyle #bikes #road #ciclismo #cycling #bike #cyclinglife  #bicicleta #bikelife #cyclingphotos #sport #bicycle #cyclist #roadbike #fitness #fitnessgirl #fitnessmotivation #bngdaily;1,096 likes;;March 19, 2019
